timestamp,I0,Q0,I1,Q1,I2,Q2,I3,Q3,I4,Q4,I5,Q5,I6,Q6,I7,Q7,I8,Q8,I9,Q9,I10,Q10,I11,Q11,I12,Q12,I13,Q13,I14,Q14,I15,Q15,I16,Q16,I17,Q17,I18,Q18,I19,Q19,I20,Q20,I21,Q21,I22,Q22,I23,Q23,I24,Q24,I25,Q25,I26,Q26,I27,Q27,I28,Q28,I29,Q29,I30,Q30,I31,Q31,I32,Q32,I33,Q33,I34,Q34,I35,Q35,I36,Q36,I37,Q37,I38,Q38,I39,Q39,I40,Q40,I41,Q41,I42,Q42,I43,Q43,I44,Q44,I45,Q45,I46,Q46,I47,Q47,I48,Q48,I49,Q49,I50,Q50,I51,Q51
2025-05-21 14:21:10.966000,-31,-4,-32,-1,-33,1,-32,2,-31,4,-30,6,-28,8,-27,11,-27,14,-27,16,-28,17,-29,17,-29,15,-28,13,-26,10,-23,8,-18,7,-14,6,-10,7,-7,8,-4,10,-2,12,-1,14,-1,15,-1,16,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-6,-3,-7,-6,-8,-10,-7,-14,-6,-17,-4,-20,-1,-21,1,-21,3,-20,4,-17,4,-14,3,-10,0,-7,-5,-4,-11,-3,-17,-3
2025-05-21 14:21:10.976000,0,23,2,24,3,24,5,24,6,23,7,21,8,20,10,19,12,19,14,19,14,19,14,20,13,20,12,20,9,18,7,16,6,13,6,9,6,6,7,4,8,2,9,0,10,-1,11,-1,12,-1,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-2,4,-4,5,-7,6,-10,6,-13,5,-15,4,-16,2,-16,0,-15,-2,-14,-3,-11,-3,-8,-2,-6,1,-3,4,-2,8,-1,13
2025-05-21 14:21:10.986000,11,27,14,27,16,26,17,26,18,24,19,22,20,19,22,17,24,16,26,15,27,15,27,16,26,17,24,17,21,16,17,15,14,12,12,9,10,5,10,1,11,-2,11,-5,12,-6,13,-7,14,-7,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,-2,8,-5,10,-9,12,-12,12,-15,12,-18,10,-19,8,-19,5,-17,3,-14,2,-11,1,-6,3,-1,6,3,9,6,15
2025-05-21 14:21:10.996000,18,-20,17,-23,16,-24,15,-25,13,-25,11,-24,8,-25,6,-26,5,-27,4,-28,3,-29,3,-30,4,-29,6,-27,6,-24,6,-21,4,-17,2,-14,-1,-11,-3,-10,-6,-9,-8,-9,-10,-9,-10,-10,-11,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-3,7,-2,10,-1,13,1,14,4,15,7,14,9,13,11,11,12,9,12,7,10,5,7,4,2,5,-2,7,-7,10,-11
2025-05-21 14:21:11.006000,-15,-21,-17,-20,-18,-19,-19,-18,-19,-17,-20,-15,-20,-13,-21,-11,-22,-10,-24,-9,-25,-8,-25,-9,-24,-10,-22,-11,-20,-11,-16,-10,-13,-8,-11,-5,-10,-3,-9,0,-9,3,-9,5,-10,6,-10,7,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-5,-1,-7,2,-10,4,-11,7,-12,9,-12,11,-11,13,-10,13,-8,12,-6,10,-4,7,-4,3,-4,-1,-6,-5,-8,-8,-12
2025-05-21 14:21:11.016000,-15,-21,-17,-20,-18,-19,-19,-18,-19,-17,-20,-15,-20,-13,-21,-11,-22,-10,-24,-9,-25,-8,-25,-9,-24,-10,-22,-11,-20,-11,-16,-10,-13,-8,-11,-5,-10,-3,-9,0,-9,3,-9,5,-10,6,-10,7,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-5,-1,-7,2,-10,4,-11,7,-12,9,-12,11,-11,13,-10,13,-8,12,-6,10,-4,7,-4,3,-4,-1,-6,-5,-8,-8,-12
2025-05-21 14:21:11.026000,-15,-21,-17,-20,-18,-19,-19,-18,-19,-17,-20,-15,-20,-13,-21,-11,-22,-10,-24,-9,-25,-8,-25,-9,-24,-10,-22,-11,-20,-11,-16,-10,-13,-8,-11,-5,-10,-3,-9,0,-9,3,-9,5,-10,6,-10,7,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-5,-1,-7,2,-10,4,-11,7,-12,9,-12,11,-11,13,-10,13,-8,12,-6,10,-4,7,-4,3,-4,-1,-6,-5,-8,-8,-12
2025-05-21 14:21:11.036000,-15,-21,-17,-20,-18,-19,-19,-18,-19,-17,-20,-15,-20,-13,-21,-11,-22,-10,-24,-9,-25,-8,-25,-9,-24,-10,-22,-11,-20,-11,-16,-10,-13,-8,-11,-5,-10,-3,-9,0,-9,3,-9,5,-10,6,-10,7,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-5,-1,-7,2,-10,4,-11,7,-12,9,-12,11,-11,13,-10,13,-8,12,-6,10,-4,7,-4,3,-4,-1,-6,-5,-8,-8,-12
2025-05-21 14:21:11.046000,-15,-21,-17,-20,-18,-19,-19,-18,-19,-17,-20,-15,-20,-13,-21,-11,-22,-10,-24,-9,-25,-8,-25,-9,-24,-10,-22,-11,-20,-11,-16,-10,-13,-8,-11,-5,-10,-3,-9,0,-9,3,-9,5,-10,6,-10,7,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-5,-1,-7,2,-10,4,-11,7,-12,9,-12,11,-11,13,-10,13,-8,12,-6,10,-4,7,-4,3,-4,-1,-6,-5,-8,-8,-12
2025-05-21 14:21:11.056000,27,-1,28,-4,28,-6,27,-7,26,-8,25,-9,23,-11,22,-14,21,-16,21,-18,22,-19,22,-19,23,-17,23,-15,21,-12,18,-10,15,-8,11,-8,7,-8,4,-9,2,-10,0,-12,-1,-13,-1,-14,-1,-15,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,6,3,8,6,8,10,7,13,6,16,4,17,2,18,0,17,-2,15,-2,12,-1,9,1,5,4,2,9,0,15,-1
2025-05-21 14:21:11.076000,17,-21,16,-24,15,-25,14,-25,12,-25,10,-25,7,-25,5,-26,4,-27,2,-28,2,-29,2,-30,4,-29,5,-27,6,-25,6,-21,4,-17,2,-14,-1,-12,-4,-10,-6,-9,-8,-8,-10,-9,-11,-10,-11,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-3,7,-3,10,-2,13,1,15,3,15,6,15,9,14,11,12,11,10,11,7,9,5,6,4,2,5,-3,7,-8,10,-12
2025-05-21 14:21:11.086000,17,-21,16,-24,15,-25,14,-25,12,-25,10,-25,7,-25,5,-26,4,-27,2,-28,2,-29,2,-30,4,-29,5,-27,6,-25,6,-21,4,-17,2,-14,-1,-12,-4,-10,-6,-9,-8,-8,-10,-9,-11,-10,-11,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-3,7,-3,10,-2,13,1,15,3,15,6,15,9,14,11,12,11,10,11,7,9,5,6,4,2,5,-3,7,-8,10,-12
2025-05-21 14:21:11.096000,17,-21,16,-24,15,-25,14,-25,12,-25,10,-25,7,-25,5,-26,4,-27,2,-28,2,-29,2,-30,4,-29,5,-27,6,-25,6,-21,4,-17,2,-14,-1,-12,-4,-10,-6,-9,-8,-8,-10,-9,-11,-10,-11,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-3,7,-3,10,-2,13,1,15,3,15,6,15,9,14,11,12,11,10,11,7,9,5,6,4,2,5,-3,7,-8,10,-12
2025-05-21 14:21:11.106000,17,-21,16,-24,15,-25,14,-25,12,-25,10,-25,7,-25,5,-26,4,-27,2,-28,2,-29,2,-30,4,-29,5,-27,6,-25,6,-21,4,-17,2,-14,-1,-12,-4,-10,-6,-9,-8,-8,-10,-9,-11,-10,-11,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-3,7,-3,10,-2,13,1,15,3,15,6,15,9,14,11,12,11,10,11,7,9,5,6,4,2,5,-3,7,-8,10,-12
2025-05-21 14:21:11.116000,17,-21,16,-24,15,-25,14,-25,12,-25,10,-25,7,-25,5,-26,4,-27,2,-28,2,-29,2,-30,4,-29,5,-27,6,-25,6,-21,4,-17,2,-14,-1,-12,-4,-10,-6,-9,-8,-8,-10,-9,-11,-10,-11,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-3,7,-3,10,-2,13,1,15,3,15,6,15,9,14,11,12,11,10,11,7,9,5,6,4,2,5,-3,7,-8,10,-12
2025-05-21 14:21:11.136000,26,6,27,4,28,2,28,1,27,0,26,-2,25,-4,24,-7,24,-9,25,-10,25,-11,26,-11,26,-10,25,-8,23,-6,20,-4,16,-4,12,-4,8,-6,6,-7,4,-9,3,-11,3,-13,2,-14,3,-14,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,5,8,4,12,2,14,0,16,-2,17,-4,17,-6,16,-7,13,-6,10,-4,8,-1,5,3,4,8,3,14,3
2025-05-21 14:21:11.146000,3,-27,1,-28,-1,-29,-2,-29,-4,-28,-5,-26,-7,-25,-10,-24,-12,-24,-14,-24,-15,-25,-15,-25,-14,-26,-12,-25,-9,-23,-8,-20,-7,-16,-7,-13,-7,-9,-8,-6,-10,-4,-11,-2,-13,-1,-14,-1,-15,-2,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-5,5,-6,8,-6,12,-6,15,-4,16,-2,17,0,17,3,16,4,14,5,11,5,8,3,5,0,3,-5,2,-10,2,-15
2025-05-21 14:21:11.156000,3,-27,1,-28,-1,-29,-2,-29,-4,-28,-5,-26,-7,-25,-10,-24,-12,-24,-14,-24,-15,-25,-15,-25,-14,-26,-12,-25,-9,-23,-8,-20,-7,-16,-7,-13,-7,-9,-8,-6,-10,-4,-11,-2,-13,-1,-14,-1,-15,-2,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-5,5,-6,8,-6,12,-6,15,-4,16,-2,17,0,17,3,16,4,14,5,11,5,8,3,5,0,3,-5,2,-10,2,-15
2025-05-21 14:21:11.166000,19,19,21,17,23,16,24,15,24,14,23,12,23,9,24,6,25,4,27,3,28,3,28,3,27,5,26,6,23,7,19,6,15,5,12,3,10,0,9,-3,8,-6,8,-8,8,-10,8,-11,9,-11,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,7,0,10,-3,12,-5,14,-8,15,-11,14,-13,13,-13,11,-13,8,-11,6,-7,5,-3,4,1,5,6,7,11,10
2025-05-21 14:21:11.176000,19,19,21,17,23,16,24,15,24,14,23,12,23,9,24,6,25,4,27,23,15,24,15,25,14,25,12,24,9,22,7,19,6,15,6,11,7,8,8,5,9,2,11,1,12,0,13,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-2,4,-5,6,-9,6,-12,6,-15,5,-17,3,-19,1,-19,-1,-18,-3,-15,-4,-12,-4,-9,-3,-6,0,-4,5,-2,10,-2,15
