timestamp,I0,Q0,I1,Q1,I2,Q2,I3,Q3,I4,Q4,I5,Q5,I6,Q6,I7,Q7,I8,Q8,I9,Q9,I10,Q10,I11,Q11,I12,Q12,I13,Q13,I14,Q14,I15,Q15,I16,Q16,I17,Q17,I18,Q18,I19,Q19,I20,Q20,I21,Q21,I22,Q22,I23,Q23,I24,Q24,I25,Q25,I26,Q26,I27,Q27,I28,Q28,I29,Q29,I30,Q30,I31,Q31,I32,Q32,I33,Q33,I34,Q34,I35,Q35,I36,Q36,I37,Q37,I38,Q38,I39,Q39,I40,Q40,I41,Q41,I42,Q42,I43,Q43,I44,Q44,I45,Q45,I46,Q46,I47,Q47,I48,Q48,I49,Q49,I50,Q50,I51,Q51
2025-05-21 14:18:46.096000,10,25,13,24,14,24,16,24,16,22,17,20,18,18,19,16,21,15,22,15,24,15,24,15,23,16,20,17,18,16,15,14,12,11,10,8,9,5,9,2,9,-1,10,-3,11,-5,12,-5,13,-5,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,-2,7,-4,9,-8,10,-11,11,-13,10,-15,9,-16,7,-17,5,-15,4,-13,2,-9,2,-6,3,-1,5,2,9,5,13
2025-05-21 14:18:46.106000,24,2,24,0,25,-1,25,-2,24,-3,23,-4,22,-6,21,-9,21,-11,21,-12,21,-13,22,-13,22,-12,22,-10,20,-8,17,-6,14,-5,10,-5,7,-6,5,-7,3,-9,2,-10,1,-11,1,-12,1,-13,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,4,5,7,5,10,4,12,2,14,0,15,-2,15,-3,14,-4,13,-4,10,-3,7,0,4,3,2,8,1,13,1
2025-05-21 14:18:46.116000,3,-27,0,-29,-1,-29,-2,-29,-4,-28,-5,-27,-7,-26,-9,-25,-11,-25,-13,-25,-14,-26,-14,-26,-13,-26,-10,-26,-8,-24,-7,-21,-6,-17,-6,-13,-7,-10,-8,-7,-10,-5,-11,-3,-13,-2,-14,-3,-14,-3,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-5,4,-6,7,-7,11,-7,14,-5,16,-4,17,-1,17,1,16,2,14,3,11,3,8,2,5,-1,3,-5,2,-10,2,-15
2025-05-21 14:18:46.126000,3,-27,0,-29,-1,-29,-2,-29,-4,-28,-5,-27,-7,-26,-9,-25,-11,-25,-13,-25,-14,-26,-14,-26,-13,-26,-10,-26,-8,-24,-7,-21,-6,-17,-6,-13,-7,-10,-8,-7,-10,-5,-11,-3,-13,-2,-14,-3,-14,-3,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-5,4,-6,7,-7,11,-7,14,-5,16,-4,17,-1,17,1,16,2,14,3,11,3,8,2,5,-1,3,-5,2,-10,2,-15
2025-05-21 14:18:46.136000,23,14,25,13,26,11,26,11,26,9,26,7,25,5,25,3,26,0,27,-1,28,-2,29,-1,28,1,27,2,24,3,20,3,16,2,13,1,10,-1,9,-4,8,-6,7,-9,7,-10,7,-11,8,-12,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,2,9,1,12,-2,14,-4,16,-7,16,-9,15,-10,14,-10,12,-9,9,-6,6,-3,5,2,4,7,5,12,8
2025-05-21 14:18:46.146000,13,19,15,19,16,18,18,17,18,16,18,14,19,12,20,11,21,9,22,8,23,8,24,9,23,10,21,10,18,10,15,9,12,7,10,5,9,2,8,-1,8,-3,8,-5,9,-6,9,-7,10,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,-2,9,-5,10,-7,11,-10,11,-12,10,-13,9,-14,7,-13,6,-11,4,-8,3,-4,3,0,5,4,7,7,11
2025-05-21 14:18:46.156000,13,19,15,19,16,18,18,17,18,16,18,14,19,12,20,11,21,9,22,8,23,8,24,9,23,10,21,10,18,10,15,9,12,7,10,5,9,2,8,-1,8,-3,8,-5,9,-6,9,-7,10,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,-2,9,-5,10,-7,11,-10,11,-12,10,-13,9,-14,7,-13,6,-11,4,-8,3,-4,3,0,5,4,7,7,11
2025-05-21 14:18:46.166000,13,19,15,19,16,18,18,17,18,16,18,14,19,12,20,11,21,9,22,8,23,8,24,9,23,10,21,10,18,10,15,9,12,7,10,5,9,2,8,-1,8,-3,8,-5,9,-6,9,-7,10,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,-2,9,-5,10,-7,11,-10,11,-12,10,-13,9,-14,7,-13,6,-11,4,-8,3,-4,3,0,5,4,7,7,11
2025-05-21 14:18:46.176000,13,19,15,19,16,18,18,17,18,16,18,14,19,12,20,11,21,9,22,8,23,8,24,9,23,10,21,10,18,10,15,9,12,7,10,5,9,2,8,-1,8,-3,8,-5,9,-6,9,-7,10,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,-2,9,-5,10,-7,11,-10,11,-12,10,-13,9,-14,7,-13,6,-11,4,-8,3,-4,3,0,5,4,7,7,11
2025-05-21 14:18:46.186000,13,19,15,19,16,18,18,17,18,16,18,14,19,12,20,11,21,9,22,8,23,8,24,9,23,10,21,10,18,10,15,9,12,7,10,5,9,2,8,-1,8,-3,8,-5,9,-6,9,-7,10,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,-2,9,-5,10,-7,11,-10,11,-12,10,-13,9,-14,7,-13,6,-11,4,-8,3,-4,3,0,5,4,7,7,11
2025-05-21 14:18:46.196000,13,19,15,19,16,18,18,17,18,16,18,14,19,12,20,11,21,9,22,8,23,8,24,9,23,10,21,10,18,10,15,9,12,7,10,5,9,2,8,-1,8,-3,8,-5,9,-6,9,-7,10,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,-2,9,-5,10,-7,11,-10,11,-12,10,-13,9,-14,7,-13,6,-11,4,-8,3,-4,3,0,5,4,7,7,11
2025-05-21 14:18:46.206000,-27,-7,-28,-5,-29,-3,-29,-2,-28,-1,-27,1,-26,3,-26,6,-26,8,-26,9,-27,10,-27,10,-27,9,-26,7,-24,5,-21,4,-17,3,-13,4,-10,5,-7,6,-5,8,-4,10,-3,11,-3,13,-4,13,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-5,-3,-5,-6,-5,-10,-4,-13,-3,-15,-1,-17,2,-18,4,-17,5,-16,6,-14,5,-11,4,-9,0,-6,-4,-5,-9,-4,-15,-5
2025-05-21 14:18:46.216000,-27,-7,-28,-5,-29,-3,-29,-2,-28,-1,-27,1,-26,3,-26,6,-26,8,-26,9,-27,10,-27,10,-27,9,-26,7,-24,5,-21,4,-17,3,-13,4,-10,5,-7,6,-5,8,-4,10,-3,11,-3,13,-4,13,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-5,-3,-5,-6,-5,-10,-4,-13,-3,-15,-1,-17,2,-18,4,-17,5,-16,6,-14,5,-11,4,-9,0,-6,-4,-5,-9,-4,-15,-5
