timestamp,I0,Q0,I1,Q1,I2,Q2,I3,Q3,I4,Q4,I5,Q5,I6,Q6,I7,Q7,I8,Q8,I9,Q9,I10,Q10,I11,Q11,I12,Q12,I13,Q13,I14,Q14,I15,Q15,I16,Q16,I17,Q17,I18,Q18,I19,Q19,I20,Q20,I21,Q21,I22,Q22,I23,Q23,I24,Q24,I25,Q25,I26,Q26,I27,Q27,I28,Q28,I29,Q29,I30,Q30,I31,Q31,I32,Q32,I33,Q33,I34,Q34,I35,Q35,I36,Q36,I37,Q37,I38,Q38,I39,Q39,I40,Q40,I41,Q41,I42,Q42,I43,Q43,I44,Q44,I45,Q45,I46,Q46,I47,Q47,I48,Q48,I49,Q49,I50,Q50,I51,Q51
2025-05-21 14:17:44.926000,-27,2,-28,5,-27,7,-27,8,-26,9,-25,10,-23,12,-22,14,-21,16,-21,18,-21,19,-22,19,-22,18,-22,15,-20,13,-18,11,-14,9,-10,8,-7,8,-4,8,-2,9,0,10,1,11,2,13,2,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-5,-2,-7,-4,-8,-8,-8,-11,-8,-14,-6,-16,-5,-18,-3,-18,-1,-18,1,-16,1,-13,1,-10,-1,-6,-5,-3,-9,-1,-15,1
2025-05-21 14:17:44.936000,-27,2,-28,5,-27,7,-27,8,-26,9,-25,10,-23,12,-22,14,-21,16,-21,18,-21,19,-22,19,-22,18,-22,15,-20,13,-18,11,-14,9,-10,8,-7,8,-4,8,-2,9,0,10,1,11,2,13,2,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-5,-2,-7,-4,-8,-8,-8,-11,-8,-14,-6,-16,-5,-18,-3,-18,-1,-18,1,-16,1,-13,1,-10,-1,-6,-5,-3,-9,-1,-15,1
2025-05-21 14:17:44.956000,-27,2,-28,5,-27,7,-27,8,-26,9,-25,10,-23,12,-22,14,-21,16,-21,18,-21,19,-22,19,-22,18,-22,15,-20,13,-18,11,-14,9,-10,8,-7,8,-4,8,-2,9,0,10,1,11,2,13,2,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-5,-2,-7,-4,-8,-8,-8,-11,-8,-14,-6,-16,-5,-18,-3,-18,-1,-18,1,-16,1,-13,1,-10,-1,-6,-5,-3,-9,-1,-15,1
2025-05-21 14:17:44.966000,-27,2,-28,5,-27,7,-27,8,-26,9,-25,10,-23,12,-22,14,-21,16,-21,18,-21,19,-22,19,-22,18,-22,15,-20,13,-18,11,-14,9,-10,8,-7,8,-4,8,-2,9,0,10,1,11,2,13,2,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-5,-2,-7,-4,-8,-8,-8,-11,-8,-14,-6,-16,-5,-18,-3,-18,-1,-18,1,-16,1,-13,1,-10,-1,-6,-5,-3,-9,-1,-15,1
2025-05-21 14:17:44.976000,-27,2,-28,5,-27,7,-27,8,-26,9,-25,10,-23,12,-22,14,-21,16,-21,18,-21,19,-22,19,-22,18,-22,15,-20,13,-18,11,-14,9,-10,8,-7,8,-4,8,-2,9,0,10,1,11,2,13,2,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-5,-2,-7,-4,-8,-8,-8,-11,-8,-14,-6,-16,-5,-18,-3,-18,-1,-18,1,-16,1,-13,1,-10,-1,-6,-5,-3,-9,-1,-15,1
2025-05-21 14:17:44.986000,9,-25,7,-27,5,-28,4,-28,2,-27,0,-27,-2,-26,-4,-26,-6,-27,-7,-28,-8,-28,-7,-28,-6,-28,-4,-27,-3,-24,-2,-21,-2,-17,-3,-14,-5,-11,-7,-8,-9,-6,-10,-5,-12,-5,-13,-5,-14,-6,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-4,5,-5,9,-5,12,-4,15,-2,16,1,17,3,17,5,15,7,13,7,10,7,7,5,5,1,4,-4,3,-9,5,-14
2025-05-21 14:17:44.996000,9,-25,7,-27,5,-28,4,-28,2,-27,0,-27,-2,-26,-4,-26,-6,-27,-7,-28,-8,-28,-7,-28,-6,-28,-4,-27,-3,-24,-2,-21,-2,-17,-3,-14,-5,-11,-7,-8,-9,-6,-10,-5,-12,-5,-13,-5,-14,-6,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-4,5,-5,9,-5,12,-4,15,-2,16,1,17,3,17,5,15,7,13,7,10,7,7,5,5,1,4,-4,3,-9,5,-14
2025-05-21 14:17:45.026000,9,-25,7,-27,5,-28,4,-28,2,-27,0,-27,-2,-26,-4,-26,-6,-27,-7,-28,-8,-28,-7,-28,-6,-28,-4,-27,-3,-24,-2,-21,-2,-17,-3,-14,-5,-11,-7,-8,-9,-6,-10,-5,-12,-5,-13,-5,-14,-6,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-4,5,-5,9,-5,12,-4,15,-2,16,1,17,3,17,5,15,7,13,7,10,7,7,5,5,1,4,-4,3,-9,5,-14
2025-05-21 14:17:45.036000,9,-25,7,-27,5,-28,4,-28,2,-27,0,-27,-2,-26,-4,-26,-6,-27,-7,-28,-8,-28,-7,-28,-6,-28,-4,-27,-3,-24,-2,-21,-2,-17,-3,-14,-5,-11,-7,-8,-9,-6,-10,-5,-12,-5,-13,-5,-14,-6,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-4,5,-5,9,-5,12,-4,15,-2,16,1,17,3,17,5,15,7,13,7,10,7,7,5,5,1,4,-4,3,-9,5,-14
2025-05-21 14:17:45.046000,-7,25,-4,27,-3,28,-1,28,0,27,2,26,4,25,6,25,8,25,9,25,10,26,10,26,9,26,7,25,5,23,4,20,4,16,4,12,5,9,6,7,8,4,10,3,11,2,13,2,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,4,-6,4,-10,4,-13,4,-16,2,-17,0,-18,-3,-18,-5,-17,-6,-15,-7,-12,-7,-9,-5,-6,-1,-4,3,-4,8,-4,14
2025-05-21 14:17:45.056000,-7,25,-4,27,-3,28,-1,28,0,27,2,26,4,25,6,25,8,25,9,25,10,26,10,26,9,26,7,25,5,23,4,20,4,16,4,12,5,9,6,7,8,4,10,3,11,2,13,2,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,4,-6,4,-10,4,-13,4,-16,2,-17,0,-18,-3,-18,-5,-17,-6,-15,-7,-12,-7,-9,-5,-6,-1,-4,3,-4,8,-4,14
2025-05-21 14:17:45.066000,-7,25,-4,27,-3,28,-1,28,0,27,2,26,4,25,6,25,8,25,9,25,10,26,10,26,9,26,7,25,5,23,4,20,4,16,4,12,5,9,6,7,8,4,10,3,11,2,13,2,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,4,-6,4,-10,4,-13,4,-16,2,-17,0,-18,-3,-18,-5,-17,-6,-15,-7,-12,-7,-9,-5,-6,-1,-4,3,-4,8,-4,14
2025-05-21 14:17:45.096000,26,4,27,2,28,0,28,-1,27,-2,26,-4,25,-6,25,-8,24,-10,25,-12,26,-12,26,-12,26,-11,25,-9,23,-7,19,-5,16,-5,12,-5,9,-6,6,-8,4,-9,3,-11,2,-12,2,-14,3,-14,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,4,5,8,5,11,3,14,2,16,-1,17,-3,17,-5,16,-6,14,-6,11,-4,8,-1,5,3,3,8,2,14,2
2025-05-21 14:17:45.106000,26,4,27,2,28,0,28,-1,27,-2,26,-4,25,-6,25,-8,24,-10,25,-12,26,-12,26,-12,26,-11,25,-9,23,-7,19,-5,16,-5,12,-5,9,-6,6,-8,4,-9,3,-11,2,-12,2,-14,3,-14,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,4,5,8,5,11,3,14,2,16,-1,17,-3,17,-5,16,-6,14,-6,11,-4,8,-1,5,3,3,8,2,14,2
2025-05-21 14:17:45.116000,-8,25,-6,27,-5,27,-3,28,-2,28,0,27,2,26,4,25,6,25,8,26,8,27,8,27,7,27,5,26,3,23,2,20,2,16,3,13,4,10,6,7,8,5,10,4,11,3,12,4,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,4,-6,4,-10,4,-13,3,-16,1,-18,-1,-18,-3,-18,-6,-17,-7,-14,-8,-12,-7,-9,-5,-6,-2,-4,3,-4,8,-5,13
2025-05-21 14:17:45.126000,-8,25,-6,27,-5,27,-3,28,-2,28,0,27,2,26,4,25,6,25,8,26,8,27,8,27,7,27,5,26,3,23,2,20,2,16,3,13,4,10,6,7,8,5,10,4,11,3,12,4,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,4,-6,4,-10,4,-13,3,-16,1,-18,-1,-18,-3,-18,-6,-17,-7,-14,-8,-12,-7,-9,-5,-6,-2,-4,3,-4,8,-5,13
2025-05-21 14:17:45.136000,-8,25,-6,27,-5,27,-3,28,-2,28,0,27,2,26,4,25,6,25,8,26,8,27,8,27,7,27,5,26,3,23,2,20,2,16,3,13,4,10,6,7,8,5,10,4,11,3,12,4,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,4,-6,4,-10,4,-13,3,-16,1,-18,-1,-18,-3,-18,-6,-17,-7,-14,-8,-12,-7,-9,-5,-6,-2,-4,3,-4,8,-5,13
2025-05-21 14:17:45.146000,-8,25,-6,27,-5,27,-3,28,-2,28,0,27,2,26,4,25,6,25,8,26,8,27,8,27,7,27,5,26,3,23,2,20,2,16,3,13,4,10,6,7,8,5,10,4,11,3,12,4,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,4,-6,4,-10,4,-13,3,-16,1,-18,-1,-18,-3,-18,-6,-17,-7,-14,-8,-12,-7,-9,-5,-6,-2,-4,3,-4,8,-5,13
2025-05-21 14:17:45.156000,-12,23,-10,25,-8,26,-7,26,-5,26,-3,26,-1,25,1,25,3,26,5,26,5,27,5,27,4,27,3,26,1,23,0,20,1,16,2,13,4,10,5,7,7,6,9,4,11,4,12,4,13,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-4,2,-7,2,-11,2,-13,0,-15,-2,-17,-5,-17,-7,-16,-9,-15,-10,-12,-11,-10,-10,-7,-7,-5,-3,-5,2,-5,7,-8,12
2025-05-21 14:17:45.166000,-12,23,-10,25,-8,26,-7,26,-5,26,-3,26,-1,25,1,25,3,26,5,26,5,27,5,27,4,27,3,26,1,23,0,20,1,16,2,13,4,10,5,7,7,6,9,4,11,4,12,4,13,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-4,2,-7,2,-11,2,-13,0,-15,-2,-17,-5,-17,-7,-16,-9,-15,-10,-12,-11,-10,-10,-7,-7,-5,-3,-5,2,-5,7,-8,12
2025-05-21 14:17:45.176000,-25,-11,-27,-9,-28,-7,-29,-6,-29,-4,-28,-2,-27,0,-26,2,-27,4,-28,6,-28,7,-29,6,-28,5,-27,3,-25,2,-21,1,-17,1,-13,2,-10,4,-8,6,-6,8,-5,10,-5,11,-5,12,-5,13,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-4,-4,-4,-7,-4,-10,-2,-13,0,-16,2,-17,5,-18,7,-17,8,-15,9,-13,8,-10,5,-8,2,-6,-3,-5,-8,-5,-14,-7
2025-05-21 14:17:45.186000,29,-6,29,-9,30,-11,29,-12,28,-13,26,-15,24,-17,23,-19,22,-21,22,-23,22,-24,22,-24,23,-22,23,-20,21,-17,18,-14,15,-12,10,-11,7,-11,3,-11,1,-12,-1,-13,-3,-14,-3,-15,-3,-17,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,7,3,9,6,10,10,9,14,8,17,6,19,4,20,1,19,0,17,-1,14,-1,10,1,5,5,1,10,-2,16,-3
2025-05-21 14:17:45.196000,29,-6,29,-9,30,-11,29,-12,28,-13,26,-15,24,-17,23,-19,22,-21,22,-23,22,-24,22,-24,23,-22,23,-20,21,-17,18,-14,15,-12,10,-11,7,-11,3,-11,1,-12,-1,-13,-3,-14,-3,-15,-3,-17,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,7,3,9,6,10,10,9,14,8,17,6,19,4,20,1,19,0,17,-1,14,-1,10,1,5,5,1,10,-2,16,-3
