timestamp,activity_detection,activity_flag,Th
2025-05-23 09:24:38.049000,3.2167917205615817,0.0,9.606329984839856
2025-05-23 09:24:38.059000,3.1669352279830063,0.0,9.606329984839856
2025-05-23 09:24:38.069000,3.537659871534918,0.0,9.606329984839856
2025-05-23 09:24:38.079000,3.793280293840721,0.0,9.606329984839856
2025-05-23 09:24:38.089000,3.8023789075091834,0.0,9.606329984839856
2025-05-23 09:24:38.099000,3.8519514293144796,0.0,9.606329984839856
2025-05-23 09:24:38.109000,3.8472279201198347,0.0,9.606329984839856
2025-05-23 09:24:38.119000,3.8393396993696896,0.0,9.606329984839856
2025-05-23 09:24:38.129000,4.0898989062707125,0.0,9.606329984839856
2025-05-23 09:24:38.139000,4.076295658667027,0.0,9.606329984839856
2025-05-23 09:24:38.149000,3.83565554213526,0.0,9.606329984839856
2025-05-23 09:24:38.159000,4.017166829387174,0.0,9.606329984839856
2025-05-23 09:24:38.169000,4.0273334500647255,0.0,9.606329984839856
2025-05-23 09:24:38.179000,4.039038582915107,0.0,9.606329984839856
2025-05-23 09:24:38.189000,4.0285002432664605,0.0,9.606329984839856
2025-05-23 09:24:38.199000,4.061680391976634,0.0,9.606329984839856
2025-05-23 09:24:38.209000,4.079315273726593,0.0,9.606329984839856
2025-05-23 09:24:38.219000,4.591013335511593,0.0,9.606329984839856
2025-05-23 09:24:38.229000,4.496273612140304,0.0,9.606329984839856
2025-05-23 09:24:38.239000,4.496551015318138,0.0,9.606329984839856
2025-05-23 09:24:38.249000,4.889247503090841,0.0,9.606329984839856
2025-05-23 09:24:38.259000,4.964989151785998,0.0,9.606329984839856
2025-05-23 09:24:38.269000,4.988899655967129,0.0,9.606329984839856
2025-05-23 09:24:38.279000,5.037725031241303,0.0,9.606329984839856
2025-05-23 09:24:38.289000,4.9506171974308915,0.0,9.606329984839856
2025-05-23 09:24:38.299000,4.912341965777415,0.0,9.606329984839856
2025-05-23 09:24:38.309000,5.024017099685196,0.0,9.606329984839856
2025-05-23 09:24:38.319000,5.113007733253546,0.0,9.606329984839856
2025-05-23 09:24:38.329000,5.103367396884412,0.0,9.606329984839856
2025-05-23 09:24:38.339000,5.022960247792839,0.0,9.606329984839856
2025-05-23 09:24:38.349000,4.960388778267993,0.0,9.606329984839856
2025-05-23 09:24:38.359000,4.830910202931029,0.0,9.606329984839856
2025-05-23 09:24:38.369000,4.818942242167797,0.0,9.606329984839856
2025-05-23 09:24:38.379000,4.818942242167797,0.0,9.606329984839856
2025-05-23 09:24:38.389000,4.893052192060793,0.0,9.606329984839856
2025-05-23 09:24:38.399000,4.920180538731561,0.0,9.606329984839856
2025-05-23 09:24:38.409000,4.985810928519174,0.0,9.606329984839856
2025-05-23 09:24:38.419000,5.017925524781013,0.0,9.606329984839856
2025-05-23 09:24:38.429000,5.0114428547034775,0.0,9.606329984839856
2025-05-23 09:24:38.439000,5.011442854703477,0.0,9.606329984839856
2025-05-23 09:24:38.449000,4.921320261884915,0.0,9.606329984839856
2025-05-23 09:24:38.459000,5.037625637437647,0.0,9.606329984839856
2025-05-23 09:24:38.469000,5.037625637437647,0.0,9.606329984839856
2025-05-23 09:24:38.479000,4.910446039331335,0.0,9.606329984839856
2025-05-23 09:24:38.489000,5.034349503365103,0.0,9.606329984839856
2025-05-23 09:24:38.499000,5.034349503365103,0.0,9.606329984839856
2025-05-23 09:24:38.509000,5.034349503365103,0.0,9.606329984839856
2025-05-23 09:24:38.519000,4.995774517141233,0.0,9.606329984839856
2025-05-23 09:24:38.529000,5.010613016640074,0.0,9.606329984839856
2025-05-23 09:24:38.539000,5.0267533359125345,0.0,9.606329984839856
2025-05-23 09:24:38.549000,5.0267533359125345,0.0,9.606329984839856
2025-05-23 09:24:38.559000,4.8960871040680995,0.0,9.606329984839856
2025-05-23 09:24:38.569000,4.896471578635312,0.0,9.606329984839856
2025-05-23 09:24:38.579000,4.919620365173946,0.0,9.606329984839856
2025-05-23 09:24:38.589000,4.9768565503169695,0.0,9.606329984839856
2025-05-23 09:24:38.599000,4.821833563350474,0.0,9.606329984839856
2025-05-23 09:24:38.609000,4.847253915785872,0.0,9.606329984839856
2025-05-23 09:24:38.619000,4.84908105049469,0.0,9.606329984839856
2025-05-23 09:24:38.629000,4.86658109174582,0.0,9.606329984839856
2025-05-23 09:24:38.639000,4.826992954037944,0.0,9.606329984839856
2025-05-23 09:24:38.649000,4.814281972838433,0.0,9.606329984839856
2025-05-23 09:24:38.659000,5.000988383104607,0.0,9.606329984839856
2025-05-23 09:24:38.669000,4.98645080212057,0.0,9.606329984839856
2025-05-23 09:24:38.679000,4.982309833426353,0.0,9.606329984839856
2025-05-23 09:24:38.689000,4.729142285310919,0.0,9.606329984839856
