timestamp,activity_detection,activity_flag,Th
2025-05-23 09:24:32.689000,0.07366563731751086,0.0,9.61174781345369
2025-05-23 09:24:32.699000,0.3903311275191008,0.0,9.61174781345369
2025-05-23 09:24:32.709000,0.42841661137490317,0.0,9.61174781345369
2025-05-23 09:24:32.719000,0.47072721644455595,0.0,9.61174781345369
2025-05-23 09:24:32.729000,0.5431089748932457,0.0,9.61174781345369
2025-05-23 09:24:32.739000,0.5643767134789771,0.0,9.61174781345369
2025-05-23 09:24:32.749000,0.6596099022020512,0.0,9.61174781345369
2025-05-23 09:24:32.759000,0.8781427241616583,0.0,9.61174781345369
2025-05-23 09:24:32.769000,1.0926244011782957,0.0,9.61174781345369
2025-05-23 09:24:32.779000,1.1879759486478685,0.0,9.61174781345369
2025-05-23 09:24:32.789000,1.2249610788474445,0.0,9.61174781345369
2025-05-23 09:24:32.799000,1.3254515506702564,0.0,9.61174781345369
2025-05-23 09:24:32.809000,1.3254515506702564,0.0,9.61174781345369
2025-05-23 09:24:32.819000,1.3254515506702564,0.0,9.61174781345369
2025-05-23 09:24:32.829000,1.3254515506702564,0.0,9.61174781345369
2025-05-23 09:24:32.839000,1.3254515506702564,0.0,9.61174781345369
2025-05-23 09:24:32.849000,1.3254515506702564,0.0,9.61174781345369
2025-05-23 09:24:32.859000,1.3300755286015185,0.0,9.61174781345369
2025-05-23 09:24:32.889000,1.3372454124871709,0.0,9.61174781345369
2025-05-23 09:24:32.899000,1.398922179637622,0.0,9.61174781345369
2025-05-23 09:24:32.909000,1.5349321492605748,0.0,9.61174781345369
2025-05-23 09:24:32.919000,1.6894335116191281,0.0,9.61174781345369
2025-05-23 09:24:32.929000,1.6970561103502706,0.0,9.61174781345369
2025-05-23 09:24:32.939000,1.7285210563628617,0.0,9.61174781345369
2025-05-23 09:24:32.949000,1.7285210563628617,0.0,9.61174781345369
2025-05-23 09:24:32.959000,1.822311070182576,0.0,9.61174781345369
2025-05-23 09:24:32.969000,1.844796536309095,0.0,9.61174781345369
2025-05-23 09:24:32.979000,1.844796536309095,0.0,9.61174781345369
2025-05-23 09:24:32.989000,1.849589997611962,0.0,9.61174781345369
2025-05-23 09:24:32.999000,1.8545642280879873,0.0,9.61174781345369
2025-05-23 09:24:33.009000,1.85988787575505,0.0,9.61174781345369
2025-05-23 09:24:33.019000,1.946259705772293,0.0,9.61174781345369
2025-05-23 09:24:33.029000,1.9538568951858881,0.0,9.61174781345369
2025-05-23 09:24:33.039000,2.0052736934039928,0.0,9.61174781345369
2025-05-23 09:24:33.049000,2.0070774568968393,0.0,9.61174781345369
2025-05-23 09:24:33.059000,2.0070774568968393,0.0,9.61174781345369
2025-05-23 09:24:33.069000,2.0070774568968393,0.0,9.61174781345369
2025-05-23 09:24:33.079000,2.056579654358343,0.0,9.61174781345369
2025-05-23 09:24:33.089000,2.056579654358343,0.0,9.61174781345369
2025-05-23 09:24:33.099000,2.090108719483249,0.0,9.61174781345369
2025-05-23 09:24:33.109000,2.090108719483249,0.0,9.61174781345369
2025-05-23 09:24:33.119000,2.0921298107561825,0.0,9.61174781345369
2025-05-23 09:24:33.129000,2.1147700451914324,0.0,9.61174781345369
2025-05-23 09:24:33.139000,2.2465366947384635,0.0,9.61174781345369
2025-05-23 09:24:33.149000,2.346039354707751,0.0,9.61174781345369
2025-05-23 09:24:33.159000,2.3717935680676647,0.0,9.61174781345369
2025-05-23 09:24:33.169000,2.3979378279773154,0.0,9.61174781345369
2025-05-23 09:24:33.179000,2.400973917572495,0.0,9.61174781345369
2025-05-23 09:24:33.189000,2.640643613378485,0.0,9.61174781345369
2025-05-23 09:24:33.199000,2.640643613378485,0.0,9.61174781345369
2025-05-23 09:24:33.209000,2.640643613378485,0.0,9.61174781345369
2025-05-23 09:24:33.219000,2.640643613378485,0.0,9.61174781345369
2025-05-23 09:24:33.229000,2.7003345267973713,0.0,9.61174781345369
