timestamp,activity_detection,activity_flag,Th
2025-05-23 09:24:41.959000,3.9065780491780933,0.0,9.581230347926828
2025-05-23 09:24:41.969000,3.8653118152381643,0.0,9.581230347926828
2025-05-23 09:24:41.979000,3.6822451631525155,0.0,9.581230347926828
2025-05-23 09:24:41.989000,3.7548125873359988,0.0,9.581230347926828
2025-05-23 09:24:41.999000,3.7914321178184833,0.0,9.581230347926828
2025-05-23 09:24:42.009000,3.7726064032418947,0.0,9.581230347926828
2025-05-23 09:24:42.019000,3.7010134630198874,0.0,9.581230347926828
2025-05-23 09:24:42.029000,4.05318625067516,0.0,9.581230347926828
2025-05-23 09:24:42.039000,3.9797609833598164,0.0,9.581230347926828
2025-05-23 09:24:42.049000,3.9060324282104206,0.0,9.581230347926828
2025-05-23 09:24:42.059000,3.8890464193524608,0.0,9.581230347926828
2025-05-23 09:24:42.069000,3.883744178793026,0.0,9.581230347926828
2025-05-23 09:24:42.079000,3.8286653412591987,0.0,9.581230347926828
2025-05-23 09:24:42.089000,3.9151382260057863,0.0,9.581230347926828
2025-05-23 09:24:42.099000,4.082788796097294,0.0,9.581230347926828
2025-05-23 09:24:42.109000,4.114021452292185,0.0,9.581230347926828
2025-05-23 09:24:42.119000,4.114021452292185,0.0,9.581230347926828
2025-05-23 09:24:42.129000,4.082920006849907,0.0,9.581230347926828
2025-05-23 09:24:42.139000,4.082920006849907,0.0,9.581230347926828
2025-05-23 09:24:42.149000,4.082920006849907,0.0,9.581230347926828
2025-05-23 09:24:42.159000,4.175849813448172,0.0,9.581230347926828
2025-05-23 09:24:42.189000,3.9984630224816717,0.0,9.581230347926828
2025-05-23 09:24:42.199000,4.030869706228141,0.0,9.581230347926828
2025-05-23 09:24:42.209000,4.036339525929875,0.0,9.581230347926828
2025-05-23 09:24:42.219000,4.10516646459584,0.0,9.581230347926828
2025-05-23 09:24:42.229000,4.124905983111329,0.0,9.581230347926828
2025-05-23 09:24:42.239000,4.132780533359248,0.0,9.581230347926828
2025-05-23 09:24:42.249000,4.201854132240755,0.0,9.581230347926828
2025-05-23 09:24:42.259000,4.1864995994584016,0.0,9.581230347926828
2025-05-23 09:24:42.269000,4.133309009052693,0.0,9.581230347926828
2025-05-23 09:24:42.279000,4.140319402880905,0.0,9.581230347926828
2025-05-23 09:24:42.289000,4.228715433378278,0.0,9.581230347926828
2025-05-23 09:24:42.299000,4.239870311062102,0.0,9.581230347926828
2025-05-23 09:24:42.309000,4.239870311062102,0.0,9.581230347926828
